image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
525,network_graph,0.98,0.14466549630698244,0.10312028,0.11532125205930807,networked,"Network graph with 41 nodes and 136 edges, density 0.17",41.0,136.0,0.16585365853658537,6.634146341463414,True,1,0.9469625059326056,0.626460388536086,2120686.7256463766,0.024541211833570636,1.8096393597076832,500,0.22055527403407527,network_graph,0.98,"Car Class in Object-Oriented Programming, Class Diagram, elements: Box labeled 'Car' containing 'Data members' section with items: Wheels, Bumpers, Exhaust; and 'Member functions' section with items: Speed(), Engine(), Mileage().","Car Class in Object-Oriented Programming, Class Diagram, elements: Box labeled 'Car' containing 'Data members' section with items: Wheels, Bumpers, Exhaust; and 'Member functions' section with items: Speed(), Engine(), Mileage(). [Visual Analysis: Network graph with 41 nodes and 136 edges, density 0.17]",,,,,,,,
526,network_graph,0.955,0.13872119334544983,0.23938867,0.0021968365553602814,networked,"Network graph with 11 nodes and 46 edges, density 0.84",11.0,46.0,0.8363636363636363,8.363636363636363,True,3,0.6897453435757129,0.7423571638186004,4703686.770889578,0.22591286962011997,2.0853465390087824,500,0.16772396546969218,network_graph,0.955,"Social Learning Theory, Network Diagram, elements: Central box labeled 'Social Learning Theory' connected to three circular elements: 'Behavior Factors', 'Personal Factors', and 'Environmental Factors'. Bidirectional arrows indicate relationships between 'Personal Factors' and 'Behavior Factors'.","Social Learning Theory, Network Diagram, elements: Central box labeled 'Social Learning Theory' connected to three circular elements: 'Behavior Factors', 'Personal Factors', and 'Environmental Factors'. Bidirectional arrows indicate relationships between 'Personal Factors' and 'Behavior Factors'. [Visual Analysis: Network graph with 11 nodes and 46 edges, density 0.84]",,,,,,,,
527,network_graph,0.9418452380952381,0.23967409973439444,0.6097642,0.053125,networked,"Network graph with 131 nodes and 129 edges, density 0.02",131.0,129.0,0.015149735760422783,1.9694656488549618,True,4,0.41292891062646364,0.8262942250391949,319930229.08906084,0.4103196681700349,3.1802927890413537,500,0.24177012136367357,network_graph,0.9418452380952381,"PESTEL Analysis, Circular Flow Diagram, elements: Light bulb shape containing main title 'PESTEL ANALYSIS' in the center, surrounded by six segments labeled Political, Economic, Social, Technological, Environmental, and Legal factors, each with bullet points detailing specific elements.","PESTEL Analysis, Circular Flow Diagram, elements: Light bulb shape containing main title 'PESTEL ANALYSIS' in the center, surrounded by six segments labeled Political, Economic, Social, Technological, Environmental, and Legal factors, each with bullet points detailing specific elements. [Visual Analysis: Network graph with 131 nodes and 129 edges, density 0.02]",,,,,,,,
528,network_graph,0.9754166666666666,0.23842919053202005,0.5974597,0.05863039399624766,networked,"Network graph with 126 nodes and 157 edges, density 0.02",126.0,157.0,0.019936507936507936,2.492063492063492,True,2,0.8709666666666667,0.6642777310202839,2764209.0182679296,0.052983333333333334,3.7456626808486915,500,0.23713471417024726,network_graph,0.9754166666666666,"Product Defect, Network Diagram, elements: Central text 'PRODUCT DEFECT' surrounded by six icons in circular bubbles, each representing different aspects or sources of defects.","Product Defect, Network Diagram, elements: Central text 'PRODUCT DEFECT' surrounded by six icons in circular bubbles, each representing different aspects or sources of defects. [Visual Analysis: Network graph with 126 nodes and 157 edges, density 0.02]",,,,,,,,
529,network_graph,0.9486666666666665,0.17505559017344482,0.64347285,0.13157894736842105,networked,"Network graph with 61 nodes and 140 edges, density 0.08",61.0,140.0,0.07650273224043716,4.590163934426229,True,4,0.5667634150896415,0.8063658570132416,503223771.7196467,0.20598835128237053,2.867281251363387,500,0.31504268494522775,network_graph,0.9486666666666665,"Four Mediational Processes Influencing Learning, Venn Diagram, elements: Four overlapping circles labeled Attention, Retention, Production, and Motivation, with 'Learning Takes Place' in the center where all circles intersect.","Four Mediational Processes Influencing Learning, Venn Diagram, elements: Four overlapping circles labeled Attention, Retention, Production, and Motivation, with 'Learning Takes Place' in the center where all circles intersect. [Visual Analysis: Network graph with 61 nodes and 140 edges, density 0.08]",,,,,,,,
530,network_graph,0.99,0.49672497016073724,0.76751095,0.008484162895927601,networked,"Network graph with 218 nodes and 247 edges, density 0.01",218.0,247.0,0.01044264998097493,2.2660550458715596,True,5,0.4571519213229171,0.850865952514946,11902606.914720014,0.2675377721378435,3.8207552265374973,500,0.291782800084458,network_graph,0.99,"Levels of Moral Development, Hierarchy Diagram, elements: Top box labeled 'Levels of Moral Development' connecting downward to three main categories: 'Pre-conventional Morality', 'Conventional Morality', and 'Post-conventional Morality', each with subcategories detailing specific orientations.","Levels of Moral Development, Hierarchy Diagram, elements: Top box labeled 'Levels of Moral Development' connecting downward to three main categories: 'Pre-conventional Morality', 'Conventional Morality', and 'Post-conventional Morality', each with subcategories detailing specific orientations. [Visual Analysis: Network graph with 218 nodes and 247 edges, density 0.01]",,,,,,,,
531,network_graph,0.9708333333333334,0.24560946731142816,0.2826597,0.11666666666666667,networked,"Network graph with 111 nodes and 186 edges, density 0.03",111.0,186.0,0.030466830466830467,3.3513513513513513,True,2,0.7191407407407407,0.7324369816561973,107652623.12406164,0.1954395061728395,2.4561522691474,500,0.3548174188640109,network_graph,0.9708333333333334,"Vygotsky's Sociocultural Theory, , elements: Title at the top in large font; a brief explanation of the theory in a bordered box; illustrations of two people engaging in dialogue with speech bubbles.","Vygotsky's Sociocultural Theory, , elements: Title at the top in large font; a brief explanation of the theory in a bordered box; illustrations of two people engaging in dialogue with speech bubbles. [Visual Analysis: Network graph with 111 nodes and 186 edges, density 0.03]",,,,,,,,
532,network_graph,0.912,0.4069816026103028,0.8683426,0.31666666666666665,radial,"Pie chart with 18 segments, labeled",,,,,,5,0.30735966435185186,0.9112769834830203,198216521.47693795,0.27969184027777777,4.026820167228911,500,0.2070532347428147,network_graph,0.912,"Forms of Social Learning Theory, , elements: Text with bullet points describing Pure Modeling and Vicarious Learning, along with a general statement about behavior observation. Background has an orange gradient.","Forms of Social Learning Theory, , elements: Text with bullet points describing Pure Modeling and Vicarious Learning, along with a general statement about behavior observation. Background has an orange gradient. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
533,network_graph,0.9488095238095237,0.2017149681417893,0.28154057,0.05277777777777778,networked,"Network graph with 46 nodes and 55 edges, density 0.05",46.0,55.0,0.05314009661835749,2.391304347826087,True,3,0.5864105902777778,0.7694185141748091,19952121.101797357,0.3445865885416667,2.3126892616541648,500,0.2042639826504879,network_graph,0.9488095238095237,"New Keynesian Model GDP Fluctuations, Line Graph, elements: Graph showing GDP over time with a wavy line indicating expansion and contraction phases, labeled 'EXPAND' in green and 'CONTRACT' in red.","New Keynesian Model GDP Fluctuations, Line Graph, elements: Graph showing GDP over time with a wavy line indicating expansion and contraction phases, labeled 'EXPAND' in green and 'CONTRACT' in red. [Visual Analysis: Network graph with 46 nodes and 55 edges, density 0.05]",,,,,,,,
534,network_graph,0.985,0.1432989405841633,0.7353476,0.039414414414414414,networked,"Network graph with 88 nodes and 81 edges, density 0.02",88.0,81.0,0.02115987460815047,1.8409090909090908,False,3,0.4336527777777778,0.8457498340331195,43546440.938519,0.26090277777777776,3.9041740764075508,500,0.2654896644223137,network_graph,0.985,"Root Cause Analysis, Mind Map, elements: Central node labeled 'Root Cause' with six branches labeled: What?, Why?, How?, Who?, When?, and Where?, radiating outward.","Root Cause Analysis, Mind Map, elements: Central node labeled 'Root Cause' with six branches labeled: What?, Why?, How?, Who?, When?, and Where?, radiating outward. [Visual Analysis: Network graph with 88 nodes and 81 edges, density 0.02]",,,,,,,,
535,network_graph,0.9710416666666666,0.39320281997144046,0.35440215,0.58125,networked,"Network graph with 246 nodes and 608 edges, density 0.02",246.0,608.0,0.020175875228140037,4.943089430894309,True,2,0.8633318865740741,0.6677653799579042,25828437.492450505,0.06437210648148148,3.1383606532554738,500,0.327538507280269,network_graph,0.9710416666666666,"Erikson's Theory of Psychosocial Development, , elements: Text explanations outlining Erikson's 8 stages, emphasizing the resolution of crises and the need to balance positive and negative traits.","Erikson's Theory of Psychosocial Development, , elements: Text explanations outlining Erikson's 8 stages, emphasizing the resolution of crises and the need to balance positive and negative traits. [Visual Analysis: Network graph with 246 nodes and 608 edges, density 0.02]",,,,,,,,
536,network_graph,0.9683333333333333,0.40742162268878396,0.5344533,0.5852156057494866,networked,"Network graph with 214 nodes and 219 edges, density 0.01",214.0,219.0,0.009609056206397262,2.046728971962617,True,4,0.46062383196964973,0.8557209576176945,353680598.9756502,0.2108258605565265,3.4908920311557265,500,0.31934608658185315,network_graph,0.9683333333333333,"Value Chain Analysis, Flow Diagram, elements: Two main sections: Support Activities (Firm Infrastructure, Human Resources Management, Technology Development, Procurement) and Primary Activities (Inbound Logistics, Operations, Outbound Logistics, Marketing Sales, Service), with descriptions for each activity.","Value Chain Analysis, Flow Diagram, elements: Two main sections: Support Activities (Firm Infrastructure, Human Resources Management, Technology Development, Procurement) and Primary Activities (Inbound Logistics, Operations, Outbound Logistics, Marketing Sales, Service), with descriptions for each activity. [Visual Analysis: Network graph with 214 nodes and 219 edges, density 0.01]",,,,,,,,
537,network_graph,0.9866666666666667,0.2339571185617196,0.5995892,0.3156565656565657,radial,"Pie chart with 18 segments, labeled",,,,,,3,0.41629056522673547,0.8447734252274166,30432909.543419063,0.32951391808931124,3.2570537171245837,500,0.3205523939727619,network_graph,0.9866666666666667,"Prisoner's Dilemma Outcomes, Matrix, elements: 2x2 grid showing outcomes based on the choices of two prisoners: silent or betray. Each cell details the prison sentences based on the combinations of choices.","Prisoner's Dilemma Outcomes, Matrix, elements: 2x2 grid showing outcomes based on the choices of two prisoners: silent or betray. Each cell details the prison sentences based on the combinations of choices. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
538,network_graph,0.96,0.17868738628174344,0.5859286,0.07777777777777778,networked,"Network graph with 41 nodes and 69 edges, density 0.08",41.0,69.0,0.08414634146341464,3.3658536585365852,True,3,0.8325065104166667,0.6832698017391525,101080959.30007926,0.05914605034722222,3.3125749787738576,500,0.26423927927372703,network_graph,0.96,"Theories of Motivation, , elements: Text at the top reading '2 Theories of Motivation'; 'Theory X' and 'Theory Y' on opposite sides of a rainbow graphic; icons representing monetary motivation for Theory X and intrinsic motivation for Theory Y.","Theories of Motivation, , elements: Text at the top reading '2 Theories of Motivation'; 'Theory X' and 'Theory Y' on opposite sides of a rainbow graphic; icons representing monetary motivation for Theory X and intrinsic motivation for Theory Y. [Visual Analysis: Network graph with 41 nodes and 69 edges, density 0.08]",,,,,,,,
539,network_graph,0.92,0.528167552816393,0.68581766,0.13392857142857142,networked,"Network graph with 291 nodes and 441 edges, density 0.01",291.0,441.0,0.010451475293281194,3.0309278350515463,True,4,0.6745436507936508,0.7562568126682875,6155377.56321758,0.17759920634920634,4.2171482313501505,500,0.30238260281642626,network_graph,0.92,"Sigmund Freud's Theories, Mind Map, elements: Central node labeled 'Sigmund Freud's Theories' with branches for key concepts: 'ID, Ego and Superego', 'Psychosexual Stages', 'Defense Mechanisms', 'Oedipus Complex', 'Dream Analysis', and 'Transference', each with brief descriptions.","Sigmund Freud's Theories, Mind Map, elements: Central node labeled 'Sigmund Freud's Theories' with branches for key concepts: 'ID, Ego and Superego', 'Psychosexual Stages', 'Defense Mechanisms', 'Oedipus Complex', 'Dream Analysis', and 'Transference', each with brief descriptions. [Visual Analysis: Network graph with 291 nodes and 441 edges, density 0.01]",,,,,,,,
540,network_graph,0.9691666666666666,0.27621103436059447,0.26222134,0.28180803571428575,networked,"Network graph with 112 nodes and 197 edges, density 0.03",112.0,197.0,0.031692406692406694,3.517857142857143,True,3,0.8208730158730159,0.6894504133622185,2890333.265672192,0.057162698412698415,3.0432616590776163,500,0.3168515789389049,network_graph,0.9691666666666666,"Root Cause Analysis, Flow Diagram, elements: Sequential flow with seven causes labeled from 01 to 07, each accompanied by a descriptive statement about making a big impact.","Root Cause Analysis, Flow Diagram, elements: Sequential flow with seven causes labeled from 01 to 07, each accompanied by a descriptive statement about making a big impact. [Visual Analysis: Network graph with 112 nodes and 197 edges, density 0.03]",,,,,,,,
541,network_graph,0.96625,0.27060612674036416,0.6002015,0.12962962962962962,networked,"Network graph with 204 nodes and 231 edges, density 0.01",204.0,231.0,0.011156186612576065,2.264705882352941,True,4,0.5923912037037037,0.801489706991124,96608254.99517575,0.14271296296296296,3.4384882398195775,500,0.33539631118869734,network_graph,0.96625,"Experiential Learning Cycle, Circular Flow Diagram, elements: Cyclical diagram featuring a central brain with pathways labeled: Concrete Experience, Reflective Observation, Abstract Conceptualization, and Active Experimentation. Surrounding elements represent learning styles: Kinesthetic, Audio Verbal Linguistic, and Logical Mathematical, each with associated activities.","Experiential Learning Cycle, Circular Flow Diagram, elements: Cyclical diagram featuring a central brain with pathways labeled: Concrete Experience, Reflective Observation, Abstract Conceptualization, and Active Experimentation. Surrounding elements represent learning styles: Kinesthetic, Audio Verbal Linguistic, and Logical Mathematical, each with associated activities. [Visual Analysis: Network graph with 204 nodes and 231 edges, density 0.01]",,,,,,,,
542,network_graph,0.97,0.37179048172831486,0.14491822,0.22969052224371372,radial,"Pie chart with 18 segments, labeled",,,,,,2,0.8530242447321655,0.6725027639297417,7763736.394033313,0.08570147880172632,2.6399500245312018,500,0.34379809686485996,network_graph,0.97,"Herzberg's Two-Factor Theory, Comparison Diagram, elements: Two boxes side by side: left box labeled 'Motivational Factors' with five listed factors; right box labeled 'Hygiene Factors' with seven listed factors.","Herzberg's Two-Factor Theory, Comparison Diagram, elements: Two boxes side by side: left box labeled 'Motivational Factors' with five listed factors; right box labeled 'Hygiene Factors' with seven listed factors. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
543,network_graph,0.9792857142857143,0.15867171421702975,0.2011244,0.28888888888888886,networked,"Network graph with 29 nodes and 96 edges, density 0.24",29.0,96.0,0.23645320197044334,6.620689655172414,True,1,0.9032801649305555,0.6482344600468404,85208206.12939322,0.035454644097222224,2.057131423207912,500,0.2852349153108249,network_graph,0.9792857142857143,"ADDIE Model for Instructional Design, Circular Flow Diagram, elements: Five segments labeled with the stages: Analysis, Design, Development, Implementation, and Evaluate, arranged in a circular layout around a central 'ADDIE' label.","ADDIE Model for Instructional Design, Circular Flow Diagram, elements: Five segments labeled with the stages: Analysis, Design, Development, Implementation, and Evaluate, arranged in a circular layout around a central 'ADDIE' label. [Visual Analysis: Network graph with 29 nodes and 96 edges, density 0.24]",,,,,,,,
544,network_graph,0.9757142857142856,0.22669017757297202,0.30368614,0.10579064587973275,radial,"Pie chart with 18 segments, unlabeled",,,,,,2,0.8511774752354463,0.673761822720068,211261626.33941397,0.07698531205777583,2.418738216949137,500,0.2880098478896338,network_graph,0.9757142857142856,"Introduction to Agile Product Iteration, Vertical List Diagram, elements: Five horizontal colored sections labeled A to E, with corresponding components listed: A - Iterative Development, B - Customer Feedback Loop, C - Cross-functional Collaboration, D - Risk Mitigation, E - Continuous Improvement.","Introduction to Agile Product Iteration, Vertical List Diagram, elements: Five horizontal colored sections labeled A to E, with corresponding components listed: A - Iterative Development, B - Customer Feedback Loop, C - Cross-functional Collaboration, D - Risk Mitigation, E - Continuous Improvement. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,False,,,,
545,network_graph,0.995,0.5477140873121851,0.5709684,0.078125,networked,"Network graph with 248 nodes and 619 edges, density 0.02",248.0,619.0,0.02021026511688651,4.991935483870968,True,4,0.734186507936508,0.7324162991836857,8262845.0416843295,0.09126984126984126,3.9186536172543525,500,0.37231981321241003,network_graph,0.995,"Piaget's Theory of Cognitive Development, Sequential Diagram, elements: Four sequential images depicting stages of child development: 1. Infant exploring with senses, 2. Toddler interacting with objects, 3. Child engaged in pretend play, 4. Older child learning and presenting ideas.","Piaget's Theory of Cognitive Development, Sequential Diagram, elements: Four sequential images depicting stages of child development: 1. Infant exploring with senses, 2. Toddler interacting with objects, 3. Child engaged in pretend play, 4. Older child learning and presenting ideas. [Visual Analysis: Network graph with 248 nodes and 619 edges, density 0.02]",,,,,,,,
546,network_graph,0.9491666666666666,0.28340419319982746,0.5294037,0.0984375,networked,"Network graph with 190 nodes and 293 edges, density 0.02",190.0,293.0,0.016318574213311055,3.0842105263157893,True,4,0.47132887517146776,0.8475546074772908,209800905.9810593,0.25403034979423866,2.808700845624533,500,0.3383741263084678,network_graph,0.9491666666666666,"BCG Growth Share Matrix, Grid, elements: A 2x2 grid with quadrants labeled: Dogs (low market share, low market growth), Cash Cows (high market share, low market growth), Question Marks (low market share, high market growth), Stars (high market share, high market growth).","BCG Growth Share Matrix, Grid, elements: A 2x2 grid with quadrants labeled: Dogs (low market share, low market growth), Cash Cows (high market share, low market growth), Question Marks (low market share, high market growth), Stars (high market share, high market growth). [Visual Analysis: Network graph with 190 nodes and 293 edges, density 0.02]",,,,,,,,
547,network_graph,0.975625,0.24779565620892208,0.42873752,0.19838709677419356,radial,"Pie chart with 18 segments, unlabeled",,,,,,4,0.3267826253086381,0.8886231307228688,74724970.2596237,0.28944182443811767,2.618396924364426,500,0.29766920394348295,network_graph,0.975625,"Component Model of Online Learning, Venn Diagram, elements: Three overlapping circles labeled Social Presence, Cognitive Presence, and Teaching Presence, with a central area labeled Educational Experience, and various descriptions listed in each section.","Component Model of Online Learning, Venn Diagram, elements: Three overlapping circles labeled Social Presence, Cognitive Presence, and Teaching Presence, with a central area labeled Educational Experience, and various descriptions listed in each section. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
548,network_graph,0.96,0.22203265696742963,0.22648938,0.05667506297229219,radial,"Pie chart with 14 segments, unlabeled",,,,,,2,0.8563609585224107,0.6715420649560866,4803241.343336463,0.0509513573760051,2.2457305030981676,500,0.3845798378351662,network_graph,0.96,"Data Processing Flow, Flowchart, elements: Three main components: 'Data retrieval' and 'Input validation' positioned at the ends, with a 'Specification' in the center. Arrows indicate flow between components. 'Queries' and 'Commands' are presented as labeled buttons below the respective components.","Data Processing Flow, Flowchart, elements: Three main components: 'Data retrieval' and 'Input validation' positioned at the ends, with a 'Specification' in the center. Arrows indicate flow between components. 'Queries' and 'Commands' are presented as labeled buttons below the respective components. [Visual Analysis: Pie chart with 14 segments, unlabeled]",14.0,False,True,False,,,,
549,network_graph,0.975,0.3349805025846092,0.314341,0.18415178571428573,networked,"Network graph with 158 nodes and 339 edges, density 0.03",158.0,339.0,0.027332097073288722,4.291139240506329,True,4,0.7173412698412699,0.740872343762266,9784764.080263257,0.09402777777777778,2.948654944224416,500,0.2955233371840227,network_graph,0.975,"Erikson's Stages of Psychosocial Development, Hierarchy Diagram, elements: Stair-step structure with a stick figure climbing, each step labeled with life stages and corresponding psychosocial conflicts, color-coded for clarity.","Erikson's Stages of Psychosocial Development, Hierarchy Diagram, elements: Stair-step structure with a stick figure climbing, each step labeled with life stages and corresponding psychosocial conflicts, color-coded for clarity. [Visual Analysis: Network graph with 158 nodes and 339 edges, density 0.03]",,,,,,,,
550,network_graph,0.9187202380952381,0.2454452102103597,0.3200324,0.06666666666666667,networked,"Network graph with 145 nodes and 175 edges, density 0.02",145.0,175.0,0.016762452107279693,2.413793103448276,True,3,0.722112,0.7356559593351455,181432047.46628696,0.14785733333333334,2.5133740533524875,500,0.2578523700221742,network_graph,0.9187202380952381,"Stages of Cognitive Development, Network Diagram, elements: Central circle labeled 'Stages of Cognitive Development' connected to four surrounding stages: 'Sensorimotor', 'Preoperational', 'Concrete Operational', and 'Formal Operational', each with concise descriptions.","Stages of Cognitive Development, Network Diagram, elements: Central circle labeled 'Stages of Cognitive Development' connected to four surrounding stages: 'Sensorimotor', 'Preoperational', 'Concrete Operational', and 'Formal Operational', each with concise descriptions. [Visual Analysis: Network graph with 145 nodes and 175 edges, density 0.02]",,,,,,,,
551,network_graph,0.955,0.19360420783980054,0.42471626,0.002029220779220779,networked,"Network graph with 76 nodes and 214 edges, density 0.08",76.0,214.0,0.07508771929824562,5.631578947368421,True,3,0.7705197256364222,0.7137174471317309,34358532.60779256,0.10310395768205463,3.3469007391760415,500,0.33073833950768083,network_graph,0.955,"Object-Oriented Programming Principles, Circular Flow Diagram, elements: Circular diagram with segments labeled: Abstraction, Encapsulation, Polymorphism, Inheritance, Class, and Object, each connected in a flow.","Object-Oriented Programming Principles, Circular Flow Diagram, elements: Circular diagram with segments labeled: Abstraction, Encapsulation, Polymorphism, Inheritance, Class, and Object, each connected in a flow. [Visual Analysis: Network graph with 76 nodes and 214 edges, density 0.08]",,,,,,,,
552,network_graph,0.9187619047619048,0.0836719622834962,0.115237474,0.03881987577639752,networked,"Network graph with 11 nodes and 29 edges, density 0.53",11.0,29.0,0.5272727272727272,5.2727272727272725,True,1,0.9276049049526156,0.6360629923778387,15725565.653859317,0.036143385061064306,1.3022042861024947,500,0.27765428946174653,network_graph,0.9187619047619048,"Binary Tree Insertion Process, Flow Diagram, elements: Two root nodes at the top, leading to a central node 'a'. The left side shows the insertion of 'and', leading to a child node 'd'. The right side shows the insertion of 'ant', leading to children nodes 'd' and 't'.","Binary Tree Insertion Process, Flow Diagram, elements: Two root nodes at the top, leading to a central node 'a'. The left side shows the insertion of 'and', leading to a child node 'd'. The right side shows the insertion of 'ant', leading to children nodes 'd' and 't'. [Visual Analysis: Network graph with 11 nodes and 29 edges, density 0.53]",,,,,,,,
553,network_graph,0.8311071428571428,0.5641228706458865,0.8192542,0.5381274131274132,radial,"Pie chart with 18 segments, labeled",,,,,,3,0.6534188795817739,0.7668926104699533,6758245.026042372,0.17230044159290284,3.9890214467639096,500,0.3348456856547045,network_graph,0.8311071428571428,"Piaget's Cognitive Stages, Infographic, elements: Four stages of cognitive development visually presented: Sensorimotor, Preoperational, Concrete Operational, and Formal Operational. Each stage includes illustrations and descriptions of key characteristics and cognitive skills.","Piaget's Cognitive Stages, Infographic, elements: Four stages of cognitive development visually presented: Sensorimotor, Preoperational, Concrete Operational, and Formal Operational. Each stage includes illustrations and descriptions of key characteristics and cognitive skills. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
554,network_graph,0.9693333333333334,0.31576089153936177,0.22375512,0.06510416666666667,networked,"Network graph with 140 nodes and 266 edges, density 0.03",140.0,266.0,0.027338129496402876,3.8,True,3,0.840388426476417,0.6794670417154529,7313629.0849405825,0.05822433610780817,2.7847526945737227,500,0.3308190867334595,network_graph,0.9693333333333334,"Best Practices for Cloud Security, Network Diagram, elements: Central application server connected to web server, database, file server, and backup/archive components with directional arrows indicating data flow; includes icons for sensitive and functional data.","Best Practices for Cloud Security, Network Diagram, elements: Central application server connected to web server, database, file server, and backup/archive components with directional arrows indicating data flow; includes icons for sensitive and functional data. [Visual Analysis: Network graph with 140 nodes and 266 edges, density 0.03]",,,,,,,,
555,network_graph,0.9840000000000001,0.1298669112768034,0.5718074,0.046875,networked,"Network graph with 199 nodes and 109 edges, density 0.01",199.0,109.0,0.0055327140754276435,1.0954773869346734,False,4,0.652720987654321,0.7689238990747018,12498007.518889427,0.16894814814814815,3.053835621208632,500,0.15033053659894846,network_graph,0.9840000000000001,"Big Five Personality Traits, Circular Diagram, elements: Circle divided into five segments labeled: Extraversion, Agreeableness, Openness to Experience, Neuroticism, and Conscientiousness, with 'BIG FIVE PERSONALITY TRAITS' at the center.","Big Five Personality Traits, Circular Diagram, elements: Circle divided into five segments labeled: Extraversion, Agreeableness, Openness to Experience, Neuroticism, and Conscientiousness, with 'BIG FIVE PERSONALITY TRAITS' at the center. [Visual Analysis: Network graph with 199 nodes and 109 edges, density 0.01]",,,,,,,,
556,network_graph,0.9691666666666666,0.34206780769050565,0.4730725,0.2673545966228893,networked,"Network graph with 166 nodes and 228 edges, density 0.02",166.0,228.0,0.01664841182913472,2.746987951807229,True,3,0.4517247609162137,0.8421444589673586,776343864.3256485,0.25410034445790913,2.785401809567551,500,0.2905339717159646,network_graph,0.9691666666666666,"Bloom's Taxonomy of Educational Objectives, Grid, elements: Five columns representing levels of cognitive learning: Knowledge, Comprehension, Application, Analysis, Synthesis, and Evaluation, with various verbs listed under each level indicating types of thinking skills from lower order to higher order.","Bloom's Taxonomy of Educational Objectives, Grid, elements: Five columns representing levels of cognitive learning: Knowledge, Comprehension, Application, Analysis, Synthesis, and Evaluation, with various verbs listed under each level indicating types of thinking skills from lower order to higher order. [Visual Analysis: Network graph with 166 nodes and 228 edges, density 0.02]",,,,,,,,
557,network_graph,0.9683333333333334,0.3032555072912824,0.55674887,0.009946949602122016,networked,"Network graph with 82 nodes and 188 edges, density 0.06",82.0,188.0,0.05660945498343872,4.585365853658536,True,4,0.4972510822510823,0.8448209427951653,33974597.947005376,0.18605627705627706,3.195061690181089,500,0.25634797128297643,network_graph,0.9683333333333334,"Two-Factor Theory, Matrix Diagram, elements: Matrix with two axes: motivators and hygiene factors. Four quadrants describing employee satisfaction based on the presence or absence of each factor.","Two-Factor Theory, Matrix Diagram, elements: Matrix with two axes: motivators and hygiene factors. Four quadrants describing employee satisfaction based on the presence or absence of each factor. [Visual Analysis: Network graph with 82 nodes and 188 edges, density 0.06]",,,,,,,,
558,network_graph,0.99,0.31806255657754023,0.7898786,0.10625,networked,"Network graph with 223 nodes and 196 edges, density 0.01",223.0,196.0,0.00791823213347877,1.757847533632287,False,4,0.39964266666666665,0.8795752790945499,82824667.83161366,0.23592533333333332,3.7185204681805564,500,0.29002576568419847,network_graph,0.99,"Kohlberg's Six Stages Of Moral Development, Pyramid Diagram, elements: Pyramid structure with six layers labeled: Principle, Social Contract, Law & Order Morality, Good Boy Attitude, Self-Interest, and Avoiding Punishment, with principles presented as ascending levels of moral reasoning.","Kohlberg's Six Stages Of Moral Development, Pyramid Diagram, elements: Pyramid structure with six layers labeled: Principle, Social Contract, Law & Order Morality, Good Boy Attitude, Self-Interest, and Avoiding Punishment, with principles presented as ascending levels of moral reasoning. [Visual Analysis: Network graph with 223 nodes and 196 edges, density 0.01]",,,,,,,,
559,network_graph,0.965,0.11841257470508695,0.36753255,0.00536480686695279,networked,"Network graph with 8 nodes and 31 edges, density 1.11",8.0,31.0,1.1071428571428572,7.75,True,5,0.6552821584647539,0.7709052213577968,50327763.0795255,0.11510925327759833,2.184923708989702,492,0.2862645867482897,network_graph,0.965,"Software Development Life Cycle, Circular Flow Diagram, elements: Circle divided into six segments, each labeled with a step: 1. Requirement Analysis, 2. Planning, 3. Architectural Design, 4. Software Development, 5. Testing, 6. Deployment.","Software Development Life Cycle, Circular Flow Diagram, elements: Circle divided into six segments, each labeled with a step: 1. Requirement Analysis, 2. Planning, 3. Architectural Design, 4. Software Development, 5. Testing, 6. Deployment. [Visual Analysis: Network graph with 8 nodes and 31 edges, density 1.11]",,,,,,,,
560,network_graph,0.9629166666666665,0.21444109438393683,0.37876165,0.3416666666666667,networked,"Network graph with 108 nodes and 164 edges, density 0.03",108.0,164.0,0.028383523710626513,3.037037037037037,True,2,0.5447591145833334,0.7665108014381113,31332197.96600908,0.4187609354654948,2.8131720993130442,500,0.28666067487711383,network_graph,0.9629166666666665,"PESTEL Analysis, Grid Diagram, elements: Six boxes labeled P (Political), E (Economic), S (Social), T (Technological), E (Environmental), and L (Legal) contain bullet points summarizing key factors in each category.","PESTEL Analysis, Grid Diagram, elements: Six boxes labeled P (Political), E (Economic), S (Social), T (Technological), E (Environmental), and L (Legal) contain bullet points summarizing key factors in each category. [Visual Analysis: Network graph with 108 nodes and 164 edges, density 0.03]",,,,,,,,
